Id,Weekly_Sales
7_33_2013-04-05,2684.9297000000024
7_33_2013-04-12,2978.118000000002
7_33_2013-04-19,2497.4427000000023
7_33_2013-04-26,2722.6076000000035
7_33_2013-05-03,2846.168900000002
7_33_2013-05-10,3381.8179999999993
7_33_2013-05-17,2724.9123000000004
7_33_2013-05-24,2614.436700000001
7_33_2013-05-31,2083.177600000001
7_33_2013-06-07,3095.0654000000004
7_33_2013-06-14,2593.6970000000006
7_33_2013-06-21,2750.6874000000007
7_33_2013-06-28,2579.5441000000005
7_33_2013-07-05,2808.3614000000025
7_33_2013-07-12,2495.8375999999994
7_33_2013-07-19,2394.995000000002
7_33_2013-07-26,2560.5608999999977
7_34_2012-11-02,3532.8826999999983
7_34_2012-11-09,3546.852999999999
7_34_2012-11-16,3298.0739000000017
7_34_2012-11-23,4412.763400000007
7_34_2012-11-30,3284.7306000000017
7_34_2012-12-07,3807.2758999999996
7_34_2012-12-14,4085.642000000001
7_34_2012-12-21,4276.941000000003
7_34_2012-12-28,3823.700300000003
7_34_2013-01-04,3107.5204000000026
7_34_2013-01-11,3072.459800000003
7_34_2013-01-18,2863.1329000000037
7_34_2013-01-25,3078.9522000000015
7_34_2013-02-01,4419.5566
7_34_2013-02-08,3691.4997000000003
7_34_2013-02-15,3516.490999999999
7_34_2013-02-22,3687.5117
7_34_2013-03-01,4564.2953
7_34_2013-03-08,4402.6564
7_34_2013-03-15,5466.980600000001
7_34_2013-03-22,5863.762400000001
7_34_2013-03-29,4120.3373
7_34_2013-04-05,5121.990899999995
7_34_2013-04-12,5844.8907
7_34_2013-04-19,3700.161599999999
7_34_2013-04-26,6363.398799999999
7_34_2013-05-03,4957.452900000003
7_34_2013-05-10,5091.969500000004
7_34_2013-05-17,4486.398000000004
7_34_2013-05-24,4821.666800000004
7_34_2013-05-31,4662.861300000005
7_34_2013-06-07,5261.571999999995
7_34_2013-06-14,5039.264699999995
7_34_2013-06-21,4680.853599999995
7_34_2013-06-28,5288.867599999997
7_34_2013-07-05,5759.747000000004
7_34_2013-07-12,6854.152300000001
7_34_2013-07-19,6455.212699999999
7_34_2013-07-26,6533.545899999993
7_35_2012-11-02,331.9889999999999
7_35_2012-11-09,319.18449999999984
7_35_2012-11-16,330.9439999999997
7_35_2012-11-23,266.1459999999997
7_35_2012-11-30,331.96039999999977
7_35_2012-12-07,410.2767999999999
7_35_2012-12-14,338.2180999999998
7_35_2012-12-21,342.9588999999998
7_35_2012-12-28,311.7175999999998
7_35_2013-01-04,230.2559000000002
7_35_2013-01-11,278.0620000000002
7_35_2013-01-18,281.00440000000015
7_35_2013-01-25,276.7871000000001
7_35_2013-02-01,304.69599999999986
7_35_2013-02-08,325.74059999999974
7_35_2013-02-15,322.6331999999999
7_35_2013-02-22,313.8461999999998
7_35_2013-03-01,453.23819999999984
7_35_2013-03-08,278.3111999999998
7_35_2013-03-15,311.7987999999999
7_35_2013-03-22,403.42029999999994
7_35_2013-03-29,278.5146999999998
7_35_2013-04-05,351.92990000000003
7_35_2013-04-12,481.06469999999956
7_35_2013-04-19,275.2819999999999
7_35_2013-04-26,619.0834999999998
7_35_2013-05-03,410.81430000000006
7_35_2013-05-10,446.0621000000002
7_35_2013-05-17,502.43699999999984
7_35_2013-05-24,445.9125999999998
7_35_2013-05-31,565.2802999999999
7_35_2013-06-07,459.5239000000001
7_35_2013-06-14,415.6022999999998
7_35_2013-06-21,462.16849999999977
7_35_2013-06-28,435.9609999999996
7_35_2013-07-05,373.1901
7_35_2013-07-12,464.6612999999995
7_35_2013-07-19,374.36449999999974
7_35_2013-07-26,349.69129999999967
7_36_2012-11-02,2240.146
7_36_2012-11-09,1940.6823999999997
7_36_2012-11-16,2279.0670999999998
7_36_2012-11-23,4376.035399999995
7_36_2012-11-30,2393.893699999999
7_36_2012-12-07,3385.0071
7_36_2012-12-14,4059.1584999999986
7_36_2012-12-21,5859.676599999997
7_36_2012-12-28,6381.007999999997
7_36_2013-01-04,3135.7590000000027
7_36_2013-01-11,2833.7388000000024
7_36_2013-01-18,2907.8431000000023
7_36_2013-01-25,3070.076300000001
7_36_2013-02-01,3289.9194999999995
7_36_2013-02-08,3162.2968999999966
7_36_2013-02-15,3191.0008000000007
7_36_2013-02-22,3124.6034999999993
7_36_2013-03-01,3878.8688999999977
7_36_2013-03-08,3568.9090999999985
7_36_2013-03-15,3723.897099999998
7_36_2013-03-22,3947.579399999997
7_36_2013-03-29,3455.5636999999965
7_36_2013-04-05,2581.4143999999997
7_36_2013-04-12,2734.6034000000004
7_36_2013-04-19,2688.8681000000006
7_36_2013-04-26,2172.6185
7_36_2013-05-03,2574.1713
7_36_2013-05-10,2382.7322999999997
7_36_2013-05-17,2230.016899999999
7_36_2013-05-24,1856.9788999999996
7_36_2013-05-31,1613.5062999999998
7_36_2013-06-07,2592.342799999999
7_36_2013-06-14,2110.1059999999993
7_36_2013-06-21,1932.0323999999998
7_36_2013-06-28,2213.5935999999992
7_36_2013-07-05,2500.7057999999997
7_36_2013-07-12,2120.2945999999997
7_36_2013-07-19,2266.8296999999993
7_36_2013-07-26,2151.4694000000013
7_38_2012-11-02,25882.575799999995
7_38_2012-11-09,25186.4182
7_38_2012-11-16,28814.280499999983
7_38_2012-11-23,24902.86480000003
7_38_2012-11-30,24373.549799999986
7_38_2012-12-07,29525.376199999988
7_38_2012-12-14,31250.56189999999
7_38_2012-12-21,30392.28779999997
7_38_2012-12-28,30833.31269999996
7_38_2013-01-04,39320.56500000005
7_38_2013-01-11,39023.175800000055
7_38_2013-01-18,36330.55860000003
7_38_2013-01-25,39719.49570000006
7_38_2013-02-01,38470.916
7_38_2013-02-08,31577.02260000001
7_38_2013-02-15,33152.35259999999
7_38_2013-02-22,35297.12640000001
7_38_2013-03-01,37541.63890000003
7_38_2013-03-08,37318.3219
7_38_2013-03-15,36990.71620000001
7_38_2013-03-22,37536.05540000004
7_38_2013-03-29,33261.752600000036
7_38_2013-04-05,31159.793399999955
7_38_2013-04-12,30759.663899999974
7_38_2013-04-19,29220.852300000024
7_38_2013-04-26,31769.80699999998
7_38_2013-05-03,27582.930700000004
7_38_2013-05-10,27490.275999999983
7_38_2013-05-17,28240.557500000014
7_38_2013-05-24,29121.4777
7_38_2013-05-31,29043.293100000006
7_38_2013-06-07,30032.7578
7_38_2013-06-14,27081.08649999998
7_38_2013-06-21,27269.765800000005
7_38_2013-06-28,27597.332899999976
7_38_2013-07-05,31985.510399999934
7_38_2013-07-12,30248.393800000016
7_38_2013-07-19,32539.18839999994
7_38_2013-07-26,32272.82960000007
7_40_2012-11-02,27014.619599999976
7_40_2012-11-09,27651.97579999997
7_40_2012-11-16,27008.397899999985
7_40_2012-11-23,29539.718299999997
7_40_2012-11-30,26645.968199999967
7_40_2012-12-07,37230.17809999996
7_40_2012-12-14,34321.2404
7_40_2012-12-21,41296.090499999955
7_40_2012-12-28,43299.668899999975
7_40_2013-01-04,45161.51760000007
7_40_2013-01-11,42185.5977
7_40_2013-01-18,38055.37429999996
7_40_2013-01-25,42050.85089999993
7_40_2013-02-01,38042.19770000004
7_40_2013-02-08,34681.77609999999
7_40_2013-02-15,35958.3078
7_40_2013-02-22,36144.0423
7_40_2013-03-01,37183.90000000002
7_40_2013-03-08,37892.577300000026
7_40_2013-03-15,40099.17620000001
7_40_2013-03-22,39957.25810000002
7_40_2013-03-29,36273.2556
7_40_2013-04-05,29181.079100000006
7_40_2013-04-12,32954.79950000002
7_40_2013-04-19,30616.031399999993
7_40_2013-04-26,33979.731300000014
7_40_2013-05-03,26461.708800000026
7_40_2013-05-10,26019.893499999995
7_40_2013-05-17,24169.075099999987
7_40_2013-05-24,23596.811499999974
7_40_2013-05-31,23811.199499999977
7_40_2013-06-07,30863.183299999997
7_40_2013-06-14,27665.56910000001
7_40_2013-06-21,26396.059600000022
7_40_2013-06-28,27858.96500000001
7_40_2013-07-05,33878.950100000024
7_40_2013-07-12,33923.33469999998
7_40_2013-07-19,34513.340599999974
7_40_2013-07-26,35953.01490000006
7_41_2012-11-02,1121.2282000000005
7_41_2012-11-09,1164.1296999999988
7_41_2012-11-16,1024.3760000000007
7_41_2012-11-23,2215.323899999999
7_41_2012-11-30,1188.6762999999994
7_41_2012-12-07,2209.111
7_41_2012-12-14,2101.3500999999987
7_41_2012-12-21,3683.7054000000007
7_41_2012-12-28,3442.6132000000002
7_41_2013-01-04,3272.455199999998
7_41_2013-01-11,2764.745899999999
7_41_2013-01-18,2144.5514999999987
7_41_2013-01-25,2029.1261
7_41_2013-02-01,2044.7910999999992
7_41_2013-02-08,1580.4351000000013
7_41_2013-02-15,1615.9416999999996
7_41_2013-02-22,1835.4669999999987
7_41_2013-03-01,2753.586700000001
7_41_2013-03-08,2416.8709999999974
7_41_2013-03-15,2503.671199999997
7_41_2013-03-22,2531.135799999997
7_41_2013-03-29,2065.947499999997
7_41_2013-04-05,1624.9623
7_41_2013-04-12,1959.4877
7_41_2013-04-19,2143.6105999999986
7_41_2013-04-26,1837.2879000000007
7_41_2013-05-03,1567.3012000000006
7_41_2013-05-10,1457.291600000001
7_41_2013-05-17,1295.4201000000003
7_41_2013-05-24,1148.2707000000003
7_41_2013-05-31,1111.0710000000006
7_41_2013-06-07,1696.8431999999996
7_41_2013-06-14,1287.5582999999979
7_41_2013-06-21,1419.3778999999988
7_41_2013-06-28,1187.818899999998
7_41_2013-07-05,1963.8374999999985
7_41_2013-07-12,1971.9185000000016
7_41_2013-07-19,2191.2511
7_41_2013-07-26,2338.1467000000043
7_42_2012-11-02,6126.770400000004
7_42_2012-11-09,5938.085000000005
7_42_2012-11-16,6029.448900000002
7_42_2012-11-23,6172.645399999999
7_42_2012-11-30,5574.300600000003
7_42_2012-12-07,5691.837000000004
7_42_2012-12-14,5572.687899999998
7_42_2012-12-21,5663.114999999999
7_42_2012-12-28,5342.539500000003
7_42_2013-01-04,5343.9886
7_42_2013-01-11,5161.4847
7_42_2013-01-18,5054.5315
7_42_2013-01-25,5268.500700000004
7_42_2013-02-01,4955.590199999998
7_42_2013-02-08,5210.268300000001
7_42_2013-02-15,5483.771400000001
7_42_2013-02-22,5301.964100000004
7_42_2013-03-01,6002.899999999995
7_42_2013-03-08,6036.0216
7_42_2013-03-15,6550.1205999999975
7_42_2013-03-22,6484.359399999998
7_42_2013-03-29,6452.508799999999
7_42_2013-04-05,6247.7066
7_42_2013-04-12,6229.190899999994
7_42_2013-04-19,6740.294499999994
7_42_2013-04-26,5751.518999999993
7_42_2013-05-03,7120.575700000003
7_42_2013-05-10,7014.010599999998
7_42_2013-05-17,6549.827800000011
7_42_2013-05-24,6640.344100000005
7_42_2013-05-31,6541.838900000006
7_42_2013-06-07,6424.674700000003
7_42_2013-06-14,6556.787599999994
7_42_2013-06-21,6322.428000000002
7_42_2013-06-28,6621.189199999991
7_42_2013-07-05,6863.798700000003
7_42_2013-07-12,6933.670200000004
7_42_2013-07-19,7910.719499999994
7_42_2013-07-26,7709.574399999999
7_44_2012-11-02,3744.861899999998
7_44_2012-11-09,3766.8900999999973
7_44_2012-11-16,3947.921299999998
7_44_2012-11-23,5002.278800000001
7_44_2012-11-30,4003.406799999999
7_44_2012-12-07,5701.520399999998
7_44_2012-12-14,6214.036399999996
7_44_2012-12-21,6738.005799999995
7_44_2012-12-28,4295.797300000002
7_44_2013-01-04,3509.171600000001
7_44_2013-01-11,3299.172200000001
7_44_2013-01-18,3507.201099999999
7_44_2013-01-25,3224.6887000000015
7_44_2013-02-01,3359.4246999999978
7_44_2013-02-08,3961.635200000003
7_44_2013-02-15,3509.765900000001
7_44_2013-02-22,3576.6527000000015
7_44_2013-03-01,3609.5143000000016
7_44_2013-03-08,3450.857699999999
7_44_2013-03-15,3645.8389999999995
7_44_2013-03-22,3678.6882
7_44_2013-03-29,3534.0598
7_44_2013-04-05,3495.8010999999974
7_44_2013-04-12,4074.9919999999966
7_44_2013-04-19,3451.1077999999975
7_44_2013-04-26,4213.477899999997
7_44_2013-05-03,3986.745899999997
7_44_2013-05-10,4045.026599999998
7_44_2013-05-17,3133.0597000000016
7_44_2013-05-24,3351.9534000000012
7_44_2013-05-31,3347.257100000001
7_44_2013-06-07,3930.7926999999986
7_44_2013-06-14,2936.7163999999984
7_44_2013-06-21,4110.429399999998
7_44_2013-06-28,2949.0379999999986
7_44_2013-07-05,3823.030299999997
7_44_2013-07-12,3348.2508000000003
7_44_2013-07-19,3848.4257999999977
7_44_2013-07-26,3404.499400000002
7_45_2012-11-02,63.446100000000115
7_45_2012-11-09,56.78630000000014
7_45_2012-11-16,22.51760000000003
7_45_2012-11-23,225.58429999999993
7_45_2012-11-30,17.586300000000023
7_45_2012-12-07,22.545200000000012
7_45_2012-12-14,167.80470000000042
7_45_2012-12-21,170.2648000000001
7_45_2012-12-28,18.644800000000032
7_45_2013-01-04,10.545600000000013
7_45_2013-01-11,11.659700000000011
7_45_2013-01-18,15.46010000000002
7_45_2013-01-25,16.429300000000005
7_45_2013-02-01,31.478000000000034
7_45_2013-02-08,168.89099999999996
7_46_2012-11-02,12159.003899999996
7_46_2012-11-09,12322.979899999988
7_46_2012-11-16,11765.316099999991
7_46_2012-11-23,14113.474399999996
7_46_2012-11-30,11697.632099999993
7_46_2012-12-07,16647.002799999995
7_46_2012-12-14,17199.14289999999
7_46_2012-12-21,20908.950799999995
7_46_2012-12-28,19037.910900000013
7_46_2013-01-04,15730.361299999975
7_46_2013-01-11,14966.048299999977
7_46_2013-01-18,14158.63819999998
7_46_2013-01-25,15093.267099999988
7_46_2013-02-01,15416.969099999995
7_46_2013-02-08,14382.281599999998
7_46_2013-02-15,15072.6575
7_46_2013-02-22,14750.040399999998
7_46_2013-03-01,15729.735200000012
7_46_2013-03-08,16311.056600000009
7_46_2013-03-15,16718.081800000004
7_46_2013-03-22,16573.261600000013
7_46_2013-03-29,16277.527299999992
7_46_2013-04-05,15484.444800000003
7_46_2013-04-12,16178.041600000006
7_46_2013-04-19,16153.36910000001
7_46_2013-04-26,15459.079100000004
7_46_2013-05-03,14922.953800000012
7_46_2013-05-10,14304.91990000001
7_46_2013-05-17,13408.856400000006
7_46_2013-05-24,13174.712500000007
7_46_2013-05-31,11997.198100000001
7_46_2013-06-07,15609.023899999995
7_46_2013-06-14,15556.649000000007
7_46_2013-06-21,13720.438899999994
7_46_2013-06-28,15530.75550000001
7_46_2013-07-05,16543.175199999983
7_46_2013-07-12,18037.60539999997
7_46_2013-07-19,17910.0932
7_46_2013-07-26,20357.42750000005
7_47_2012-12-28,93.15900000000002
7_47_2013-02-01,-317.2288
7_47_2013-03-15,119.0284
7_47_2013-05-10,148.8005
7_47_2013-06-14,197.01049999999998
7_48_2012-11-02,1223.8046
7_48_2012-11-09,1325.5446
7_48_2012-11-16,924.9
7_48_2012-11-23,980.65
7_48_2012-11-30,1053.06
7_48_2012-12-07,1476.8885
7_48_2012-12-14,1375.5934
7_48_2012-12-21,1687.7367
7_48_2012-12-28,1349.08
7_48_2013-01-04,996.6
7_48_2013-01-11,859.88
7_48_2013-01-18,836.81
7_48_2013-01-25,761.23
7_48_2013-02-01,919.55
7_48_2013-02-08,996.1261999999999
7_48_2013-02-15,1217.59
7_48_2013-02-22,1016.2
7_48_2013-03-01,945.75
7_48_2013-03-08,1302.95
7_48_2013-03-15,1040.12
7_48_2013-03-22,1082.16
7_48_2013-03-29,1531.94
7_48_2013-04-05,1458.69
7_48_2013-04-12,1114.7
7_48_2013-04-19,1049.15
7_48_2013-04-26,748.91
7_48_2013-05-03,1530.18
7_48_2013-05-10,2104.945
7_48_2013-05-17,1381.13
7_48_2013-05-24,1450.96
7_48_2013-05-31,1137.3801
7_48_2013-06-07,3303.29
7_48_2013-06-21,2631.89
7_48_2013-06-28,1507.99
7_48_2013-07-12,1580.78
7_48_2013-07-19,1222.6
7_48_2013-07-26,1139.97
7_49_2012-11-02,28.060000000000016
7_49_2012-11-09,28.847100000000005
7_49_2012-11-16,27.718000000000014
7_49_2012-11-23,23.456000000000007
7_49_2012-11-30,31.18689999999999
7_49_2012-12-07,284.9450999999999
7_49_2012-12-14,359.0311000000002
7_49_2012-12-21,66.44250000000005
7_49_2012-12-28,48.382600000000004
7_49_2013-01-04,45.29909999999998
7_49_2013-01-11,19.73070000000002
7_49_2013-01-18,8.07
7_49_2013-01-25,8.707800000000008
7_49_2013-02-01,44.67339999999993
7_49_2013-02-08,70.99380000000001
7_49_2013-02-15,35.498400000000004
7_49_2013-02-22,35.511899999999976
7_49_2013-03-01,27.47480000000001
7_49_2013-03-08,42.518699999999974
7_49_2013-03-15,41.92159999999997
7_49_2013-03-22,43.79339999999995
7_49_2013-03-29,40.08599999999997
7_49_2013-04-12,34.16280000000001
7_49_2013-04-19,37.73629999999999
7_49_2013-04-26,25.1164
7_49_2013-06-14,27.43200000000002
7_49_2013-06-21,27.540100000000024
7_49_2013-07-12,24.26840000000001
7_49_2013-07-19,37.146900000000045
7_49_2013-07-26,31.457100000000015
7_52_2012-11-02,1233.3047000000013
7_52_2012-11-09,1156.6608000000008
7_52_2012-11-16,1350.928900000001
7_52_2012-11-23,1962.7527000000023
7_52_2012-11-30,1202.901100000001
7_52_2012-12-07,1213.649000000001
7_52_2012-12-14,1611.083200000001
7_52_2012-12-21,1549.2659000000012
7_52_2012-12-28,1238.7047999999998
7_52_2013-01-04,935.5395000000001
7_52_2013-01-11,1048.3355000000006
7_52_2013-01-18,985.6842000000006
7_52_2013-01-25,1128.0282
7_52_2013-02-01,1118.5569999999993
7_52_2013-02-08,1041.1679
7_52_2013-02-15,1058.6804
7_52_2013-02-22,1041.7646000000002
7_52_2013-03-01,1160.9142999999992
7_52_2013-03-08,1057.9477
7_52_2013-03-15,1339.0659999999987
7_52_2013-03-22,1251.7423999999987
7_52_2013-03-29,1042.9915999999994
7_52_2013-04-05,1139.243699999999
7_52_2013-04-12,1629.5623999999993
7_52_2013-04-19,1070.766299999999
7_52_2013-04-26,2121.673899999999
7_52_2013-05-03,1288.9313999999986
7_52_2013-05-10,1290.6920999999984
7_52_2013-05-17,1219.0239999999988
7_52_2013-05-24,1308.9373999999993
7_52_2013-05-31,1454.4532999999988
7_52_2013-06-07,1184.3126000000002
7_52_2013-06-14,1140.746699999999
7_52_2013-06-21,1296.236600000001
7_52_2013-06-28,1075.8017999999993
7_52_2013-07-05,1048.7391
7_52_2013-07-12,1082.4698999999996
7_52_2013-07-19,1183.8526999999997
7_52_2013-07-26,1265.6966999999997
7_54_2012-11-02,30.579800000000045
7_54_2012-11-16,42.37360000000006
7_54_2012-11-23,15.08200000000001
7_54_2012-11-30,21.81840000000004
7_54_2012-12-07,167.07149999999993
7_54_2012-12-14,66.42440000000006
7_54_2012-12-21,70.47400000000002
7_54_2012-12-28,225.99450000000007
7_54_2013-01-04,35.92379999999995
7_54_2013-01-11,35.95279999999996
7_54_2013-01-25,51.18160000000001
7_54_2013-02-01,80.66980000000001
7_54_2013-02-08,36.49000000000001
7_54_2013-03-01,50.1004
7_54_2013-03-08,77.28280000000005
7_54_2013-03-22,155.24199999999993
7_54_2013-03-29,42.41760000000005
7_54_2013-05-10,55.41890000000003
7_54_2013-06-07,115.64939999999973
7_54_2013-06-28,124.0182999999999
7_54_2013-07-05,109.99889999999972
7_54_2013-07-19,56.497699999999995
7_54_2013-07-26,68.49129999999998
7_55_2012-11-02,11752.393300000002
7_55_2012-11-09,10912.42029999999
7_55_2012-11-16,15257.536000000006
7_55_2012-11-23,23457.856900000002
7_55_2012-11-30,9948.956700000002
7_55_2012-12-07,14463.103500000012
7_55_2012-12-14,14028.398199999998
7_55_2012-12-21,18665.257000000016
7_55_2012-12-28,16435.586799999986
7_55_2013-01-04,6056.21660000001
7_55_2013-01-11,5786.38290000001
7_55_2013-01-18,5478.569800000008
7_55_2013-01-25,5523.163900000011
7_55_2013-02-01,7645.850199999995
7_55_2013-02-08,6654.184100000004
7_55_2013-02-15,7143.504699999996
7_55_2013-02-22,6852.620199999997
7_55_2013-03-01,7229.613499999996
7_55_2013-03-08,7340.235799999996
7_55_2013-03-15,7736.577699999999
7_55_2013-03-22,7733.611499999998
7_55_2013-03-29,7429.813799999998
7_55_2013-04-05,5053.364000000005
7_55_2013-04-12,8908.471799999994
7_55_2013-04-19,5810.895899999996
7_55_2013-04-26,9476.880299999992
7_55_2013-05-03,5073.640300000004
7_55_2013-05-10,5383.089900000003
7_55_2013-05-17,5798.203199999993
7_55_2013-05-24,5656.9504999999945
7_55_2013-05-31,5749.750799999995
7_55_2013-06-07,4336.879999999999
7_55_2013-06-14,4620.691699999996
7_55_2013-06-21,4171.227400000001
7_55_2013-06-28,4495.636499999994
7_55_2013-07-05,4871.6705
7_55_2013-07-12,4599.3594
7_55_2013-07-19,4632.179899999998
7_55_2013-07-26,4349.742499999992
7_56_2012-11-02,553.0593000000009
7_56_2012-11-09,521.5754000000006
7_56_2012-11-16,575.6586000000008
7_56_2012-11-23,1361.1328000000005
7_56_2012-11-30,840.9864000000001
7_56_2012-12-07,2445.1785999999993
7_56_2012-12-14,1879.4680000000005
7_56_2012-12-21,1358.0405999999982
7_56_2012-12-28,375.5428000000002
7_56_2013-01-04,235.36049999999977
7_56_2013-01-11,246.03739999999976
7_56_2013-01-18,174.65800000000002
7_56_2013-01-25,283.2628999999997
7_56_2013-02-01,630.4076000000001
7_56_2013-02-08,408.55019999999973
7_56_2013-02-15,552.1222999999998
7_56_2013-02-22,446.8896999999998
7_56_2013-03-01,792.2603999999998
7_56_2013-03-08,1379.0848000000008
7_56_2013-03-15,1598.3290000000013
7_56_2013-03-22,1521.741400000001
7_56_2013-03-29,1507.8962
7_56_2013-04-05,2660.5951
7_56_2013-04-12,2234.3641000000007
7_56_2013-04-19,2560.912299999999
7_56_2013-04-26,2104.3022
7_56_2013-05-03,5043.003999999998
7_56_2013-05-10,5991.021100000001
7_56_2013-05-17,18954.305900000018
7_56_2013-05-24,13927.134400000015
7_56_2013-05-31,16278.76860000001
7_56_2013-06-07,24854.5985
7_56_2013-06-14,35423.808500000014
7_56_2013-06-21,20491.50519999997
7_56_2013-06-28,33749.03740000001
7_56_2013-07-05,8332.943400000011
7_56_2013-07-12,15017.992200000012
7_56_2013-07-19,8066.961800000011
7_56_2013-07-26,3721.3628000000067
7_58_2012-11-02,871.7514
7_58_2012-11-09,824.1
7_58_2012-11-16,811.15
7_58_2012-11-23,770.365
7_58_2012-11-30,862.55
7_58_2012-12-07,640.4775
7_58_2012-12-14,604.44
7_58_2012-12-21,616.8
7_58_2012-12-28,550.0255999999999
7_58_2013-01-04,763.65
7_58_2013-01-11,816.7
7_58_2013-01-18,1101.05
7_58_2013-01-25,689.9
7_58_2013-02-01,942.52
7_58_2013-02-08,729.9
7_58_2013-02-15,1155.97
7_58_2013-02-22,1101.95
7_58_2013-03-01,966.08
7_58_2013-03-08,1226.95
7_58_2013-03-15,589.77
7_58_2013-03-22,712.96
7_58_2013-03-29,1186.508
7_58_2013-04-05,744.62
7_58_2013-04-12,401.17
7_58_2013-04-19,383.65
7_58_2013-04-26,453.58
7_58_2013-05-03,678.8839999999999
7_58_2013-05-10,632.1201
7_58_2013-05-17,922.8939999999999
7_58_2013-05-24,723.8506
7_58_2013-06-07,674.2501000000001
7_58_2013-06-14,1020.0392000000002
7_58_2013-06-21,678.1486000000001
7_58_2013-07-05,1025.088
7_58_2013-07-12,576.711
7_58_2013-07-19,1148.7719
7_58_2013-07-26,1001.8482
7_59_2012-11-02,115.75600000000004
7_59_2012-11-09,124.79420000000002
7_59_2012-11-16,90.97750000000002
7_59_2012-11-23,152.5748000000001
7_59_2012-11-30,104.15490000000001
7_59_2012-12-07,188.7247999999998
7_59_2012-12-14,312.15100000000035
7_59_2012-12-21,300.49030000000005
7_59_2012-12-28,247.7202999999998
7_59_2013-01-04,52.96330000000002
7_59_2013-01-18,35.220700000000015
7_59_2013-01-25,83.76200000000006
7_59_2013-02-01,72.9522
7_59_2013-02-22,62.90180000000004
7_59_2013-03-01,94.76719999999996
7_59_2013-03-08,65.02100000000002
7_59_2013-03-22,129.97199999999998
7_59_2013-04-19,54.76079999999996
7_59_2013-04-26,183.46250000000006
7_59_2013-06-14,176.04629999999997
7_59_2013-06-21,82.61419999999998
7_59_2013-07-12,63.769400000000076
7_60_2012-11-02,69.77800000000003
7_60_2012-11-09,83.32800000000005
7_60_2012-11-16,78.2100000000001
7_60_2012-11-23,53.33600000000002
7_60_2012-11-30,90.726
7_60_2012-12-07,260.15999999999997
7_60_2012-12-14,272.00799999999987
7_60_2012-12-21,311.87199999999984
7_60_2012-12-28,253.01800000000011
7_60_2013-01-04,137.31000000000006
7_60_2013-01-11,102.06599999999997
7_60_2013-01-18,73.04799999999993
7_60_2013-01-25,62.66400000000003
7_60_2013-02-01,90.01599999999999
7_60_2013-02-08,104.99000000000005
7_60_2013-02-15,99.49799999999999
7_60_2013-02-22,95.44599999999998
7_60_2013-03-01,104.1
7_60_2013-03-08,76.17999999999998
7_60_2013-03-15,85.01400000000004
7_60_2013-03-22,83.31600000000006
7_60_2013-03-29,62.92800000000004
7_60_2013-04-05,86.43400000000001
7_60_2013-04-12,63.385999999999996
7_60_2013-04-19,78.72600000000006
7_60_2013-04-26,56.18999999999997
7_60_2013-05-03,99.16410000000003
7_60_2013-05-10,94.03959999999998
7_60_2013-05-17,90.32390000000001
7_60_2013-05-24,77.5064
7_60_2013-05-31,77.31400000000004
7_60_2013-06-07,102.9409
7_60_2013-06-14,74.89829999999989
7_60_2013-06-21,97.74689999999998
7_60_2013-06-28,83.31229999999991
7_60_2013-07-05,107.35579999999986
7_60_2013-07-12,108.47559999999993
7_60_2013-07-19,145.25139999999996
7_60_2013-07-26,55.3442
7_67_2012-11-02,3002.465399999999
7_67_2012-11-09,3617.611199999997
7_67_2012-11-16,2960.5179999999978
7_67_2012-11-23,3365.0715000000014
7_67_2012-11-30,3698.610399999997
7_67_2012-12-07,7437.318599999996
7_67_2012-12-14,6617.578200000009
7_67_2012-12-21,7752.5046000000075
7_67_2012-12-28,6745.663799999996
7_67_2013-01-04,3077.2806
7_67_2013-01-11,3056.357000000001
7_67_2013-01-18,3214.3844000000013
7_67_2013-01-25,3024.4029000000046
7_67_2013-02-01,3822.5488000000014
7_67_2013-02-08,6252.1903000000075
7_67_2013-02-15,4923.049400000001
7_67_2013-02-22,4656.909100000002
7_67_2013-03-01,4012.738800000003
7_67_2013-03-08,3760.325600000001
7_67_2013-03-15,3743.085800000002
7_67_2013-03-22,3451.1537000000035
7_67_2013-03-29,3513.9328000000037
7_67_2013-04-05,3566.8950000000036
7_67_2013-04-12,3320.4747000000034
7_67_2013-04-19,3271.7200000000016
7_67_2013-04-26,3134.3852000000043
7_67_2013-05-03,3656.7061000000026
7_67_2013-05-10,4112.795950000002
7_67_2013-05-17,3340.264500000001
7_67_2013-05-24,3795.2117000000035
7_67_2013-05-31,3379.9152999999997
7_67_2013-06-07,4499.877400000005
7_67_2013-06-14,3164.8813000000027
7_67_2013-06-21,4519.924200000009
7_67_2013-06-28,3029.557900000002
7_67_2013-07-05,3844.950200000006
7_67_2013-07-12,3869.5663000000054
7_67_2013-07-19,3948.552900000004
7_67_2013-07-26,3948.0471000000066
7_71_2012-11-02,1962.7493999999995
7_71_2012-11-09,1820.9531999999983
7_71_2012-11-16,2239.111199999999
7_71_2012-11-23,4435.396900000001
7_71_2012-11-30,2175.099
7_71_2012-12-07,2629.0422
7_71_2012-12-14,2383.3282000000013
7_71_2012-12-21,3080.138200000003
7_71_2012-12-28,2977.1679999999988
7_71_2013-01-04,3625.188900000008
7_71_2013-01-11,3089.8002000000038
7_71_2013-01-18,2506.3699000000015
7_71_2013-01-25,2599.017100000004
7_71_2013-02-01,2639.0930999999996
7_71_2013-02-08,2187.4116999999997
